tree_ID,meas_seq,Site,Col,Row,Rep,Blk,Seedlot,Tree,HT3,Dam3,HT6,Dam6,Comment6,HT10,Dam10,Comment10
55192,1296,Terr,53,16,3,14,405,4,41,,72,,,100,,
55156,1260,Terr,52,21,2,12,405,1,43,,80,,,168,,
56140,2244,Terr,4,61,4,8,405,1,44,,91,,,135,,
54450,554,Terr,41,42,1,15,405,2,45,,96,,,174,W,
56729,2833,Terr,13,17,6,16,405,1,47,,81,,,158,,
57489,3593,Terr,25,9,7,10,405,1,48,,110,,,185,,
56139,2243,Terr,4,62,4,8,405,2,50,,87,,,145,S,
56730,2834,Terr,13,18,6,16,405,2,56,,94,,,200,,
56731,2835,Terr,13,19,6,16,405,3,61,,111,,,208,W,
57001,3105,Terr,17,33,8,14,405,1,,,,,,,,
54449,553,Terr,41,41,1,15,405,1,39,f,66,,,109,,
59615,1623,Tete,13,87,1,4,405,3,20,,23,d k,,67,,
60446,2454,Tete,20,107,2,14,405,3,21,,56,,,88,,
61710,3718,Tete,30,123,5,2,405,3,21,,34,,,,,
60485,2493,Tete,20,68,7,7,405,4,22,,36,,,80,,
58767,775,Tete,7,7,4,11,405,3,24,,41,f,,,,
59613,1621,Tete,13,85,1,4,405,1,26,,35,k,,60,,
61712,3720,Tete,30,121,5,2,405,1,27,,58,,,84,p,
58765,773,Tete,7,5,4,11,405,1,27,,56,,,130,,
60487,2495,Tete,20,66,7,7,405,2,29,,45,,,108,,
60486,2494,Tete,20,67,7,7,405,3,30,,51,,,80,,
60574,2582,Tete,21,22,6,5,405,2,30,,90,,,190,,
60573,2581,Tete,21,21,6,5,405,1,32,,66,,,102,,
60575,2583,Tete,21,23,6,5,405,3,32,,81,,,136,,
61106,3114,Tete,25,42,8,14,405,2,39,,,,,156,ck,
60448,2456,Tete,20,105,2,14,405,1,41,,76,k,,112,w,
59614,1622,Tete,13,86,1,4,405,2,,,,,,,,
59616,1624,Tete,13,88,1,4,405,4,,,,,,,,
59465,1473,Tete,12,64,3,1,405,4,,,,,,,,
59467,1475,Tete,12,62,3,1,405,2,,,,,,,,
59468,1476,Tete,12,61,3,1,405,1,,,,,,,,
61105,3113,Tete,25,41,8,14,405,1,,,,,,,,
61107,3115,Tete,25,43,8,14,405,3,12,d,93,,,74,ck,
59466,1474,Tete,12,63,3,1,405,3,21,g,51,,,151,,
65714,3626,Well,40,55,5,7,405,3,17,,,,,,,
62667,579,Well,8,30,7,6,405,2,20,,33,d f,,79,,
65715,3627,Well,40,54,5,7,405,2,25,,29,f,,49,s,
62711,623,Well,9,15,1,13,405,3,26,,26,f,,,,
65713,3625,Well,40,56,5,7,405,4,27,,44,,,121,,
62709,621,Well,9,13,1,13,405,1,39,,71,,,141,,
63306,1218,Well,15,10,3,11,405,2,40,,64,f,,90,w,
62712,624,Well,9,16,1,13,405,4,,,,,,,,
64771,2683,Well,29,75,6,9,405,3,4,d,,,,,,
63988,1900,Well,21,92,8,15,405,4,8,d,15,d .,,35,,
66008,3920,Well,43,72,4,2,405,4,11,d,20,d .,,19,d,
62666,578,Well,8,31,7,6,405,3,11,d,14,d f,poor,21,s,
64772,2684,Well,29,76,6,9,405,4,11,d,16,d .,,32,,
63987,1899,Well,21,91,8,15,405,3,11,d,25,,,65,,
63305,1217,Well,15,9,3,11,405,1,16,d,,,,,,
66007,3919,Well,43,71,4,2,405,3,18,d,18,d .,,16,d,
65716,3628,Well,40,53,5,7,405,1,21,d,28,f,,51,,
63307,1219,Well,15,11,3,11,405,3,22,d,35,d .,,90,,
62710,622,Well,9,14,1,13,405,2,25,d,26,d .,,30,d,
66006,3918,Well,43,70,4,2,405,2,25,d,36,f,,57,,
65640,3552,Well,39,40,2,2,405,4,27,d,42,,,43,s,
65639,3551,Well,39,39,2,2,405,3,30,d,20,d f,,34,k/d,
64770,2682,Well,29,74,6,9,405,2,21,f .,28,,,62,,
63986,1898,Well,21,90,8,15,405,2,17,t,27,,,32,s,
65638,3550,Well,39,38,2,2,405,2,20,t,21,d f,,32,k,
62665,577,Well,8,32,7,6,405,4,21,t,37,,,60,k,
64769,2681,Well,29,73,6,9,405,1,22,t,32,,,92,,
62668,580,Well,8,29,7,6,405,1,26,t,31,d f,,78,,
63308,1220,Well,15,12,3,11,405,4,28,t,36,,,42,ck,
65637,3549,Well,39,37,2,2,405,1,28,t,41,f,,93,,
66005,3917,Well,43,69,4,2,405,1,30,t,38,f,,78,,
63985,1897,Well,21,89,8,15,405,1,30,t,63,,,121,,
69428,2904,Whit,88,23,3,3,405,4,21,,85,,,139,2,
69626,3102,Whit,30,25,5,12,405,2,22,,40,,,75,1,
69426,2902,Whit,86,23,3,3,405,2,25,,62,,,100,1,
69427,2903,Whit,87,23,3,3,405,3,26,,42,,,72,1,
67847,1323,Whit,43,11,1,16,405,3,26,,,,,,3,Dead
69425,2901,Whit,85,23,3,3,405,1,29,,69,,,94,1 kd,
67871,1347,Whit,67,11,7,12,405,3,31,,57,,,,3,Dead
69464,2940,Whit,124,23,8,3,405,4,31,,,,,,3,Dead
67599,1075,Whit,51,9,4,2,405,3,32,,68,k,,134,1,
69461,2937,Whit,121,23,8,3,405,1,33,,71,,,163,1,
68318,1794,Whit,2,15,2,14,405,2,33,,36,k f,,,3,Dead
68319,1795,Whit,3,15,2,14,405,3,33,,38,k d,,,3,Dead
67846,1322,Whit,42,11,1,16,405,2,34,,26,b d,,63,1 Tn,
67848,1324,Whit,44,11,1,16,405,4,34,,78,,,78,1 Tn,
69628,3104,Whit,32,25,5,12,405,4,34,,64,,,156,1,
67869,1345,Whit,65,11,7,12,405,1,35,,63,,,111,1 d,
67598,1074,Whit,50,9,4,2,405,2,36,,79,,,116,1 kl Tn,
67870,1346,Whit,66,11,7,12,405,2,37,,72,,,104,1 k,
67600,1076,Whit,52,9,4,2,405,4,37,,55,i d,,140,1,
67872,1348,Whit,68,11,7,12,405,4,38,,85,k,,141,1,
67845,1321,Whit,41,11,1,16,405,1,39,,88,,,193,1,
68673,2149,Whit,101,17,6,8,405,1,41,,58,k,,72,1,
69462,2938,Whit,122,23,8,3,405,2,41,,47,d k,,81,1,
69463,2939,Whit,123,23,8,3,405,3,46,,60,d k,,155,2 kd,
68320,1796,Whit,4,15,2,14,405,4,48,,68,d,,104,1 Tn Kl,
69627,3103,Whit,31,25,5,12,405,3,15,d,,,,,3,Dead
68674,2150,Whit,102,17,6,8,405,2,15,d,,,,,3,Dead
68676,2152,Whit,104,17,6,8,405,4,16,d,29,d,,36,1,
68675,2151,Whit,103,17,6,8,405,3,20,d,47,,,92,1,
69625,3101,Whit,29,25,5,12,405,1,23,d,46,,,44,2,
68317,1793,Whit,1,15,2,14,405,1,27,d,51,,,74,1 Kl,
67597,1073,Whit,49,9,4,2,405,1,27,d,58,k d,,103,1,
183,183,Cran,3,55,6,5,406,3,27,,36,,,70,a,
765,765,Cran,12,4,1,8,406,4,28,,39,,,53,,
2072,2072,Cran,33,40,4,16,406,4,28,,50,,,89,a,
184,184,Cran,3,56,6,5,406,4,29,,35,,,59,a,
1708,1708,Cran,27,44,5,7,406,4,29,,48,,,74,w,
4042,4042,Cran,64,71,8,14,406,3,30,,45,,,67,,
767,767,Cran,12,2,1,8,406,2,30,,42,,,70,,
1341,1341,Cran,21,61,7,6,406,1,31,,36,,,62,,
2069,2069,Cran,33,37,4,16,406,1,31,,44,,,84,,
181,181,Cran,3,53,6,5,406,1,31,,39,,,84,a,
1344,1344,Cran,21,64,7,6,406,4,32,,46,,,113,a,
768,768,Cran,12,1,1,8,406,1,33,,37,,,45,,
766,766,Cran,12,3,1,8,406,3,33,,45,,,84,,
2070,2070,Cran,33,38,4,16,406,2,34,,42,,,71,a,
1343,1343,Cran,21,63,7,6,406,3,34,,44,,,103,a,
4043,4043,Cran,64,70,8,14,406,2,35,,46,,,83,a,
1342,1342,Cran,21,62,7,6,406,2,35,,41,,,85,,
3843,3843,Cran,61,19,2,7,406,3,38,,51,,,116,a,
3844,3844,Cran,61,20,2,7,406,4,38,,55,,,160,a,
4044,4044,Cran,64,69,8,14,406,1,39,,52,,,89,a,
2929,2929,Cran,46,32,3,4,406,4,39,,56,,,100,,
182,182,Cran,3,54,6,5,406,2,41,,49,,,129,,
2932,2932,Cran,46,29,3,4,406,1,42,,54,,,96,a,
2071,2071,Cran,33,39,4,16,406,3,42,,56,,,121,a,
3842,3842,Cran,61,18,2,7,406,2,42,,64,,,201,a,
1707,1707,Cran,27,43,5,7,406,3,43,,53,,,114,a,
4041,4041,Cran,64,72,8,14,406,4,44,,52,,,71,a,
2930,2930,Cran,46,31,3,4,406,3,44,,53,,,99,,
1706,1706,Cran,27,42,5,7,406,2,45,,58,,,73,,
3841,3841,Cran,61,17,2,7,406,1,46,,60,,,110,a,
1705,1705,Cran,27,41,5,7,406,1,48,,67,,,82,a,
2931,2931,Cran,46,30,3,4,406,2,48,,61,,,104,a,
7769,3673,Dunc,37,105,5,5,406,1,35,,73,,,120,,
6549,2453,Dunc,28,60,4,3,406,4,46,,92,,,150,,
7771,3675,Dunc,37,107,5,5,406,3,46,,105,,,180,,
7202,3106,Dunc,33,66,3,12,406,2,47,,69,,,124,,
4283,187,Dunc,4,90,1,3,406,2,47,,110,,,163,,
6189,2093,Dunc,25,109,8,9,406,1,49,,84,,,,,
4284,188,Dunc,4,89,1,3,406,1,50,,,,,,,
6551,2455,Dunc,28,58,4,3,406,2,52,,69,,,120,,
4281,185,Dunc,4,92,1,3,406,4,53,,82,,,,,
7443,3347,Dunc,35,43,2,16,406,3,53,,68,c,,,,
6192,2096,Dunc,25,112,8,9,406,4,55,,90,,,136,,
7204,3108,Dunc,33,68,3,12,406,4,57,,86,,,169,,
7770,3674,Dunc,37,106,5,5,406,2,58,,110,,,179,,
6190,2094,Dunc,25,110,8,9,406,2,59,,98,,,150,,
7441,3345,Dunc,35,41,2,16,406,1,60,,105,,,158,,
4442,346,Dunc,8,123,6,1,406,3,60,,109,,,,,
4444,348,Dunc,8,121,6,1,406,1,61,,73,,,,,
6550,2454,Dunc,28,59,4,3,406,3,62,,,,,,,
8191,4095,Dunc,40,2,7,8,406,2,62,,101,,,,,
7772,3676,Dunc,37,108,5,5,406,4,64,,116,,,207,,
7444,3348,Dunc,35,44,2,16,406,4,65,,92,,,,,
6552,2456,Dunc,28,57,4,3,406,1,68,,79,,,135,,
7203,3107,Dunc,33,67,3,12,406,3,68,,114,,,194,,
4441,345,Dunc,8,124,6,1,406,4,68,,,,,,,
4443,347,Dunc,8,122,6,1,406,2,71,,97,,,,,
7201,3105,Dunc,33,65,3,12,406,1,72,,113,,,206,,
8190,4094,Dunc,40,3,7,8,406,3,72,,103,,,209,,
8192,4096,Dunc,40,1,7,8,406,1,73,,105,,,217,,
8189,4093,Dunc,40,4,7,8,406,4,74,,122,,,200,,
7442,3346,Dunc,35,42,2,16,406,2,76,,120,,,178,,
6191,2095,Dunc,25,111,8,9,406,3,80,,125,,,184,,
4282,186,Dunc,4,91,1,3,406,3,85,,122,,,160,,
11929,3737,Ftne,44,40,4,13,406,4,31,,77,,,131,,
10491,2299,Ftne,28,70,8,14,406,2,32,,48,,,100,,
11932,3740,Ftne,44,37,4,13,406,1,34,,80,,,140,,
10492,2300,Ftne,28,69,8,14,406,1,37,,51,,,105,,
11488,3296,Ftne,39,48,6,8,406,4,38,,94,,,196,,
10490,2298,Ftne,28,71,8,14,406,3,38,,107,,,236,,
11485,3293,Ftne,39,45,6,8,406,1,39,,85,d,,110,,
9536,1344,Ftne,16,1,3,3,406,1,39,,83,,,120,,
10761,2569,Ftne,31,25,7,9,406,1,39,,105,,,140,,
8252,60,Ftne,1,60,5,7,406,4,39,,106,,,200,,
11931,3739,Ftne,44,38,4,13,406,2,40,,118,,,140,,
8251,59,Ftne,1,59,5,7,406,3,41,,80,d,,140,,
9534,1342,Ftne,16,3,3,3,406,3,43,,93,,,135,,
10489,2297,Ftne,28,72,8,14,406,4,43,,66,,,,,
9354,1162,Ftne,14,15,2,13,406,3,45,,89,,,146,,
8250,58,Ftne,1,58,5,7,406,2,45,,115,,,200,,
9356,1164,Ftne,14,13,2,13,406,1,49,,102,,,130,,
10763,2571,Ftne,31,27,7,9,406,3,50,,104,,,147,,
8249,57,Ftne,1,57,5,7,406,1,50,,134,,,201,,
11008,2816,Ftne,34,81,1,16,406,1,50,,97,,,205,,
9353,1161,Ftne,14,16,2,13,406,4,51,,110,,,143,,
9355,1163,Ftne,14,14,2,13,406,2,54,,90,,,197,,
11007,2815,Ftne,34,82,1,16,406,2,57,,73,,,138,,
10764,2572,Ftne,31,28,7,9,406,4,59,,100,,,168,,
11486,3294,Ftne,39,46,6,8,406,2,,,102,c k,,195,,
9533,1341,Ftne,16,4,3,3,406,4,,,,,,,,
11487,3295,Ftne,39,47,6,8,406,3,,,,,,,,
11930,3738,Ftne,44,39,4,13,406,3,24,c,35,,,90,,
11006,2814,Ftne,34,83,1,16,406,3,34,ll,73,,,168,,
10762,2570,Ftne,31,26,7,9,406,2,46,ll,,,,,,
9535,1343,Ftne,16,2,3,3,406,2,37,t,103,,,188,,
11005,2813,Ftne,34,84,1,16,406,4,44,t,91,d,,191,,
14196,1876,Harr,29,64,3,7,406,4,24,,65,,,88,,
12925,605,Harr,12,28,2,16,406,4,37,,71,,,102,,
14193,1873,Harr,29,61,3,7,406,1,40,,86,,,117,,
13371,1051,Harr,18,2,4,11,406,2,43,,75,k,,151,,
14195,1875,Harr,29,63,3,7,406,3,45,,100,,,171,,
12759,439,Harr,9,51,6,1,406,3,50,,138,,,251,,
13566,1246,Harr,21,42,1,6,406,2,50,,180,,,272,,
13567,1247,Harr,21,43,1,6,406,3,51,,128,,,191,w,
13090,770,Harr,15,10,8,3,406,2,53,,141,,,218,w,
13370,1050,Harr,18,3,4,11,406,3,53,,119,,,222,,
13568,1248,Harr,21,44,1,6,406,4,53,,119,,,224,,
13603,1283,Harr,22,74,5,9,406,2,54,,119,,,188,,
14194,1874,Harr,29,62,3,7,406,2,55,,120,,,231,,
13092,772,Harr,15,12,8,3,406,4,56,,88,,,180,,
12405,85,Harr,3,29,7,2,406,1,62,,124,,,222,,
12928,608,Harr,12,25,2,16,406,1,62,,132,,,258,,
13089,769,Harr,15,9,8,3,406,1,63,,107,,,192,,
12927,607,Harr,12,26,2,16,406,2,63,,105,,,210,w,
13369,1049,Harr,18,4,4,11,406,4,66,,169,,,282,w,
13602,1282,Harr,22,75,5,9,406,3,67,,132,,,194,,
12407,87,Harr,3,31,7,2,406,3,67,,123,,,214,k,
12757,437,Harr,9,49,6,1,406,1,67,,157,,,251,,
13604,1284,Harr,22,73,5,9,406,1,72,,152,,,221,,
12406,86,Harr,3,30,7,2,406,2,75,,150,,,228,,
13091,771,Harr,15,11,8,3,406,3,76,,133,,,254,,
12760,440,Harr,9,52,6,1,406,4,84,,147,,,214,,
12926,606,Harr,12,27,2,16,406,3,85,,203,,,248,b,
13601,1281,Harr,22,76,5,9,406,4,85,,217,,,348,,
13565,1245,Harr,21,41,1,6,406,1,45,k,93,,,138,,
12758,438,Harr,9,50,6,1,406,2,62,k,171,,,248,,
13372,1052,Harr,18,1,4,11,406,1,64,k,175,,,321,,
12408,88,Harr,3,32,7,2,406,4,72,k,171,,,301,k,
18343,1831,High,58,26,5,4,406,2,23,,,,,,3,
18029,1517,High,48,20,2,14,406,4,,,,,,,3,
18407,1895,High,60,26,5,4,406,4,,,,,,,3,
16791,279,High,9,23,6,14,406,1,,,,,,,3,
16874,362,High,12,23,6,14,406,4,,,,,,,3,
19663,3151,High,99,15,8,2,406,3,,,,,,,3,
16855,343,High,11,23,6,14,406,3,22,c f,22,k d,,38,1 k,
17965,1453,High,46,20,2,14,406,2,3,d,,,,,3,
18627,2115,High,67,3,1,3,406,3,9,d,12,k d,,24,1 d,
19538,3026,High,95,18,4,7,406,3,12,d,25,k d,,34,1 kd,
17518,1006,High,32,19,3,15,406,4,14,d,14,k d,,20,1 kd,
18004,1492,High,47,20,2,14,406,3,14,d,,,,,3,
19599,3087,High,97,15,8,2,406,1,19,d,24,k d,,26,1 dk,
20308,3796,High,119,20,7,15,406,3,20,d,,,,,3,
19698,3186,High,100,15,8,2,406,4,21,d,15,k d,,,3,
18563,2051,High,65,3,1,3,406,1,22,d,11,k d,,24,1 d,
19634,3122,High,98,15,8,2,406,2,24,d,19,d,,26,1 dk,
18686,2174,High,68,3,1,3,406,4,18,d c,10,k d,,14,1 d,
17427,915,High,29,19,3,15,406,1,21,d c,10,k d,,13,1 dk,
20244,3732,High,117,20,7,15,406,1,21,d c,28,d k,,38,1 dk,
16810,298,High,10,23,6,14,406,2,24,d c,23,k d,,37,1 k,
18394,1882,High,59,26,5,4,406,3,29,d c,29,k d,,36,1 dc,
19567,3055,High,96,18,4,7,406,4,19,d f,23,k d,,56,1 k,
20333,3821,High,120,20,7,15,406,4,19,d f,17,k d,,,3,
19474,2962,High,93,18,4,7,406,1,22,d f,17,k d,,,3,
17454,942,High,30,19,3,15,406,2,24,d f,18,k d,,28,1 kd,
19503,2991,High,94,18,4,7,406,2,24,d f,36,k d,,40,1 dk,
17491,979,High,31,19,3,15,406,3,24,d f,23,k d,,44,1 kd,
18622,2110,High,66,3,1,3,406,2,20,f,14,k d,,30,2 kd,
17940,1428,High,45,20,2,14,406,1,23,f,22,k d,,35,1 dk,
20269,3757,High,118,20,7,15,406,2,25,f,25,k d,,24,1 kd,
18330,1818,High,57,26,5,4,406,1,29,f,27,c d,,,3,
22677,2069,Jord,32,25,5,2,406,3,44,,108,,,170,,
21802,1194,Jord,67,35,8,5,406,4,45,,82,,,127,,
23043,2435,Jord,2,21,4,6,406,3,45,,122,,,164,,
23776,3168,Jord,60,12,3,8,406,3,45,,107,,,172,,
20861,253,Jord,1,46,1,12,406,4,46,,78,d,,160,,
22977,2369,Jord,68,21,2,10,406,4,48,,96,,,153,,
22975,2367,Jord,70,21,2,10,406,2,48,,153,,,244,,
21801,1193,Jord,68,35,8,5,406,3,50,,116,,,182,,
21800,1192,Jord,69,35,8,5,406,2,50,,87,,,,,
22974,2366,Jord,71,21,2,10,406,1,52,,121,,,177,,
21493,885,Jord,40,39,6,16,406,1,53,,93,,,165,,
22676,2068,Jord,33,25,5,2,406,2,54,,129,,,204,,
20858,250,Jord,3,47,1,12,406,1,54,,141,,,272,,
23774,3166,Jord,58,12,3,8,406,1,55,,127,,,177,,
20922,314,Jord,62,46,7,9,406,3,55,,121,,,180,k,
22675,2067,Jord,34,25,5,2,406,1,58,,127,,,180,,
20921,313,Jord,61,46,7,9,406,2,58,,144,,,252,,
21496,888,Jord,37,39,6,16,406,4,58,,96,,,,,
23777,3169,Jord,61,12,3,8,406,4,59,,119,,,205,,
23042,2434,Jord,3,21,4,6,406,2,60,,129,,,194,,
22976,2368,Jord,69,21,2,10,406,3,60,,138,,,195,,
22678,2070,Jord,31,25,5,2,406,4,62,,101,,,161,w,
21494,886,Jord,39,39,6,16,406,2,62,,132,,,183,,
23775,3167,Jord,59,12,3,8,406,2,62,,121,,,185,,
21799,1191,Jord,70,35,8,5,406,1,65,,124,,,178,,
23041,2433,Jord,4,21,4,6,406,1,65,,153,,,227,,
20860,252,Jord,1,47,1,12,406,3,65,,145,,,295,,
21495,887,Jord,38,39,6,16,406,3,70,,112,,,179,,
20923,315,Jord,63,46,7,9,406,4,70,,147,,,225,,
20920,312,Jord,60,46,7,9,406,1,73,,183,,,283,k,
20859,251,Jord,2,47,1,12,406,2,25,c,30,,,,,
23044,2436,Jord,1,21,4,6,406,4,39,m,69,,,106,,
27423,2699,Kala,22,10,7,6,406,2,26,,51,,,,,
27747,3023,Kala,17,31,1,2,406,3,27,,37,,,,,
27422,2698,Kala,22,11,7,6,406,3,30,,,,,,,
25587,863,Kala,45,63,3,12,406,3,34,,45,,,,,
25586,862,Kala,45,62,3,12,406,2,35,,60,,,110,,
26088,1364,Kala,38,65,8,2,406,1,35,,68,,,164,,
27421,2697,Kala,22,12,7,6,406,4,35,,,,,,,
26086,1362,Kala,38,67,8,2,406,3,35,,55,,,,,
26087,1363,Kala,38,66,8,2,406,2,37,,56,,,,,
24975,251,Kala,54,6,4,14,406,2,38,,44,w,,79,,
24976,252,Kala,54,5,4,14,406,1,39,,45,w,,82,i,
24974,250,Kala,54,7,4,14,406,3,40,,55,,,101,i,
25141,417,Kala,51,25,6,12,406,1,40,,46,,,,,
28578,3854,Kala,5,46,5,10,406,2,41,,67,,,,,
28579,3855,Kala,5,47,5,10,406,3,42,,67,,,137,i,
26355,1631,Kala,35,43,2,7,406,3,42,,62,,,,,
26356,1632,Kala,35,44,2,7,406,4,48,,58,d,,69,t,
24973,249,Kala,54,8,4,14,406,4,49,,51,,,86,,
28577,3853,Kala,5,45,5,10,406,1,49,,80,,,143,,
26354,1630,Kala,35,42,2,7,406,2,55,,,,,,,
27746,3022,Kala,17,30,1,2,406,2,,,,,,,,
27748,3024,Kala,17,32,1,2,406,4,,,,,,,,
25588,864,Kala,45,64,3,12,406,4,,,,,,,,
25142,418,Kala,51,26,6,12,406,2,,,,,,,,
25143,419,Kala,51,27,6,12,406,3,,,,,,,,
25144,420,Kala,51,28,6,12,406,4,,,,,,,,
27424,2700,Kala,22,9,7,6,406,1,,,,,,,,
26085,1361,Kala,38,68,8,2,406,4,,,,,,,,
26353,1629,Kala,35,41,2,7,406,1,55,d,63,w,,,,
25585,861,Kala,45,61,3,12,406,1,31,t,,,,,,
